condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
natural,gpt2,gpt2-large,32,8,-0.42869565217391303,0.036600023060006086,24,0.3073384056618929
natural,gpt2,gpt2-large,25,3,-0.4252173913043478,0.03832022472876961,24,0.3073384056618929
natural,gpt2,gpt2-large,29,13,-0.4243478260869564,0.038760097639367115,24,0.3073384056618929
natural,gpt2,gpt2-large,30,19,-0.42173913043478256,0.04010367500276703,24,0.3073384056618929
natural,gpt2,gpt2-large,28,1,-0.42,0.0410196000141129,24,0.3073384056618929
natural,gpt2,gpt2-large,32,14,-0.4165217391304347,0.042900817522030246,24,0.3073384056618929
natural,gpt2,gpt2-large,26,14,-0.4139130434782608,0.044355692190527395,24,0.3073384056618929
natural,gpt2,gpt2-large,24,19,-0.4139130434782608,0.044355692190527395,24,0.3073384056618929
natural,gpt2,gpt2-large,35,13,-0.4139130434782608,0.044355692190527395,24,0.3073384056618929
natural,gpt2,gpt2-large,30,14,-0.4104347826086956,0.04635539124201927,24,0.3073384056618929
natural,gpt2,gpt2-large,34,14,-0.40956521739130425,0.046866169264913146,24,0.3073384056618929
natural,gpt2,gpt2-large,32,19,-0.40869565217391296,0.047381337539541823,24,0.3073384056618929
natural,gpt2,gpt2-large,34,0,-0.40347826086956523,0.05056591564642584,24,0.3193636777669
natural,gpt2,gpt2-large,32,2,-0.3956521739130434,0.05565238288922824,24,0.3386143411394215
natural,gpt2,gpt2-large,25,13,-0.3921739130434782,0.05803633887025061,24,0.3386143411394215
natural,gpt2,gpt2-large,30,5,-0.3913043478260869,0.05864447105666783,24,0.3386143411394215
natural,gpt2,gpt2-large,30,15,-0.3904347826086956,0.05925750969939877,24,0.3386143411394215
natural,gpt2,gpt2-large,30,6,-0.38434782608695645,0.06368822401812063,24,0.3554691573104407
natural,gpt2,gpt2-large,26,13,-0.38,0.06700561062998242,24,0.36548514889081324
natural,gpt2,gpt2-large,24,16,-0.37652173913043474,0.06975342004393108,24,0.3712651829517241
natural,gpt2,gpt2-large,34,12,-0.37478260869565216,0.07115916006574712,24,0.3712651829517241
natural,gpt2,gpt2-large,27,8,-0.3695652173913043,0.07550604515168588,24,0.3767127885144846
natural,gpt2,gpt2-large,29,4,-0.368695652173913,0.0762496884790825,24,0.3767127885144846
natural,gpt2,gpt2-large,31,8,-0.3678260869565217,0.07699887080183039,24,0.3767127885144846
natural,gpt2,gpt2-large,32,11,-0.3660869565217391,0.07851394802456449,24,0.3767127885144846
natural,gpt2,gpt2-large,32,1,-0.3643478260869565,0.08005146755932797,24,0.3767127885144846
natural,gpt2,gpt2-large,32,0,-0.36,0.08399469645152523,24,0.384132252539496
natural,gpt2,gpt2-large,31,10,-0.35826086956521735,0.08561225508651164,24,0.384132252539496
natural,gpt2,gpt2-large,26,1,-0.35739130434782607,0.0864297568213866,24,0.384132252539496
natural,gpt2,gpt2-large,27,3,-0.35478260869565215,0.08891743107314608,24,0.38467909752781215
natural,gpt2,gpt2-large,27,2,-0.3539130434782608,0.08975845608982283,24,0.38467909752781215
natural,gpt2,gpt2-large,32,5,-0.3504347826086956,0.09318217165981718,24,0.39234598593607234
natural,gpt2,gpt2-large,31,9,-0.34695652173913033,0.09670236783045817,24,0.39336556405610107
